id,Longitud,Latitud,2026_011,2026_012,2026_013,2026_010,2026_021,2026_022,2026_023,2026_020,2026_031,2026_032,2026_033,2026_030,2026_041,2026_042
53,-58.0,-31.666500002145767,61.62688446044922,66.54034423828125,37.19824600219727,54.54364776611328,20.573335647583008,51.47616958618164,66.3368911743164,44.68536376953125,60.45986175537109,51.81412506103516,88.88162231445312,67.75605010986328,93.26632690429688,95.78243255615234
54,-58.0,-31.33349999785424,59.42610549926758,60.398067474365234,34.45709609985352,50.879669189453125,19.28114318847656,53.944766998291016,74.65574645996094,47.48232269287109,60.800289154052734,47.491737365722656,80.2423095703125,63.40598678588867,85.82835388183594,95.15613555908205
55,-58.0,-30.99999997019768,55.858184814453125,60.00517654418945,32.3465690612793,48.85309219360352,17.1033992767334,56.22899627685547,71.99098205566406,46.75899505615234,56.34101104736328,44.3017692565918,86.58390045166016,63.1887321472168,90.4859390258789,94.50103759765624
56,-57.666499972343445,-30.99999997019768,58.43041610717773,58.53729248046875,30.19589805603028,48.44618988037109,15.147537231445312,58.7764892578125,76.58866882324219,48.283912658691406,62.2499885559082,48.66474151611328,84.37413024902344,65.71815490722656,87.26902770996094,93.44507598876952
57,-57.33350002765656,-31.666500002145767,41.32701110839844,44.331974029541016,24.292383193969727,36.25180816650391,12.490894317626951,60.60944747924805,70.9513931274414,46.379093170166016,59.50417709350586,51.285926818847656,88.64286804199219,67.19266510009766,92.83290100097656,93.8774185180664
58,-57.666499972343445,-30.666499972343445,73.30486297607422,72.51886749267578,44.191741943359375,62.72085189819336,26.332130432128903,65.10263061523438,81.34322357177734,55.89619064331055,65.87197875976562,52.65373611450195,80.71257781982422,66.8740463256836,89.407958984375,95.34434509277344
59,-57.666499972343445,-31.33349999785424,59.65596389770508,57.25403594970703,35.32854080200195,50.248836517333984,20.725482940673828,48.5331916809082,65.0999526977539,43.335227966308594,59.49163055419922,51.4731330871582,76.5669174194336,62.9639892578125,86.75028991699219,94.81607055664062
60,-57.33350002765656,-31.33349999785424,52.34062576293945,55.91474151611328,39.11445236206055,48.80040740966797,22.85016822814941,47.66728973388672,60.58878707885742,42.495887756347656,58.365631103515625,55.07005310058594,85.71357727050781,67.00665283203125,91.0354232788086,94.71524810791016
61,-57.33350002765656,-30.99999997019768,53.34603500366211,57.52989959716797,34.66739654541016,48.06776428222656,19.97199249267578,54.71900177001953,69.62428283691406,46.56800842285156,62.4002799987793,56.73064041137695,87.96979522705078,69.64441680908203,90.1203384399414,93.94359588623048
62,-57.00000002980232,-30.99999997019768,61.75006484985352,72.68394470214844,50.01643753051758,61.11357879638672,26.75968360900879,60.30120086669922,72.70057678222656,51.86476516723633,65.1030044555664,59.86665344238281,88.51591491699219,71.72166442871094,94.7323760986328,91.55937957763672
63,-57.00000002980232,-31.33349999785424,49.546817779541016,65.70929718017578,34.44092559814453,49.40036392211914,12.858209609985352,59.97605895996094,71.3727798461914,46.40446090698242,58.52818298339844,53.03737258911133,84.0213623046875,65.80292510986328,88.89380645751953,90.99544525146484
64,-57.00000002980232,-31.666500002145767,36.19528198242188,46.19031524658203,19.477684020996094,33.48743438720703,7.845589160919189,75.4468765258789,76.48818969726562,51.60107803344727,63.55016326904297,53.22509002685547,87.10138702392578,68.57638549804688,90.38864135742188,91.57878112792967
65,-58.0,-30.666499972343445,71.9308090209961,74.0410385131836,49.78912734985352,64.75479888916016,33.09747314453125,54.90121841430664,63.7256088256836,49.63542175292969,56.73847961425781,50.891300201416016,81.16187286376953,63.51866149902344,91.27072143554688,96.67414093017578
66,-57.00000002980232,-30.666499972343445,65.01669311523438,69.2098159790039,35.22071838378906,55.79654693603516,17.405500411987305,65.01902770996094,75.75580596923828,51.08184814453125,64.56393432617188,53.39316177368164,89.64608001708984,69.8605728149414,94.129638671875,91.20674896240234
67,-56.33349999785423,-33.666499972343445,23.54751968383789,39.748817443847656,23.78018569946289,28.85630416870117,14.6873779296875,17.424644470214844,26.25428009033203,18.969802856445312,35.27030944824219,39.40884017944336,72.44066619873047,49.7947998046875,87.88858795166016,96.22386169433594
68,-56.0,-33.666499972343445,26.258243560791016,39.68368911743164,25.29716682434082,30.24800491333008,17.394851684570312,22.241737365722656,29.01221466064453,22.44512939453125,34.85333633422852,39.26535034179688,74.37165069580078,50.2991943359375,92.53727722167967,96.68547821044922
69,-56.0,-34.0,19.928050994873047,45.36869812011719,24.22894859313965,29.66083526611328,13.592227935791016,17.63022232055664,36.44977188110352,21.56509590148925,49.303470611572266,49.715728759765625,78.5902099609375,59.82852554321289,94.5700454711914,97.029296875
70,-56.66650000214577,-33.333500027656555,21.116823196411133,40.14543151855469,21.46346092224121,27.37808418273925,12.033554077148438,23.31601524353028,33.38796615600586,22.16426467895508,34.12617111206055,34.52334213256836,82.6654052734375,51.47789001464844,95.98555755615234,93.66980743408205
71,-56.0,-33.333500027656555,24.558313369750977,38.94666290283203,20.41724395751953,27.73030471801757,12.504926681518556,28.25703811645508,36.86211395263672,25.08987808227539,39.92174530029297,41.98957443237305,92.22359466552734,59.14751052856445,96.33504486083984,95.56749725341795
72,-54.99999997019768,-34.666499972343445,13.884252548217772,57.41209030151367,29.01898956298828,33.29588317871094,14.045662879943848,12.419965744018556,18.45113945007324,14.723764419555664,39.37880706787109,54.20523834228516,77.60260772705078,57.72481155395508,95.6809310913086,97.58229064941406
73,-55.33349999785423,-34.333500027656555,15.027669906616213,38.52985382080078,19.32928276062012,24.135398864746094,10.21449851989746,18.592891693115234,16.782485961914062,15.083349227905272,39.35753631591797,53.35296630859375,93.17886352539062,62.9700813293457,96.40863037109376,97.61618041992188
74,-54.99999997019768,-34.333500027656555,13.434945106506348,44.64996337890625,19.68607711791992,25.722450256347656,8.456441879272461,32.272552490234375,22.42306900024414,20.9526596069336,55.508182525634766,69.18336486816406,95.51551055908205,74.11567687988281,95.13751983642578,97.07740783691406
75,-54.666499972343445,-34.666499972343445,15.093236923217772,45.88772201538086,25.665239334106445,28.778297424316406,13.660764694213867,19.27082061767578,22.454627990722656,18.176889419555664,30.69867706298828,44.10906982421875,78.44050598144531,51.96525955200195,96.62433624267578,97.49819946289062
76,-54.666499972343445,-34.333500027656555,13.550830841064451,41.42609024047852,19.08496284484864,24.506574630737305,8.423680305480957,36.045875549316406,31.422666549682617,24.859888076782227,49.555946350097656,64.02876281738281,92.6249008178711,69.50712585449219,95.669921875,96.26734161376952
77,-55.66650000214577,-34.0,17.72771644592285,45.71989059448242,24.64736557006836,29.212810516357425,16.59521484375,22.28290748596192,31.85587310791016,22.98672103881836,46.225547790527344,53.8879508972168,79.74178314208984,60.59014892578125,93.79269409179688,96.80309295654295
78,-55.33349999785423,-34.0,21.11570930480957,52.82646942138672,26.462608337402344,33.24227523803711,23.789663314819336,35.73115539550781,32.66506576538086,30.59031105041504,59.46890640258789,64.63909912109375,93.70597839355467,73.28534698486328,95.63903045654295,96.46188354492188
79,-56.33349999785423,-33.00000002980232,29.407020568847656,42.96206665039063,20.70300674438477,30.69109535217285,10.478042602539062,27.29216384887696,33.61073303222656,23.092426300048828,27.58108139038086,24.793819427490234,88.21882629394531,48.19858169555664,95.54378509521484,93.47467803955078
80,-56.33349999785423,-33.333500027656555,18.82290267944336,39.15867233276367,16.279155731201172,24.480209350585938,7.135596752166748,25.6809310913086,40.36075973510742,23.251832962036133,46.49185180664063,46.52718734741211,91.93983459472656,62.62995529174805,95.26765441894533,92.9350814819336
81,-56.0,-33.00000002980232,34.53684997558594,44.29487609863281,28.60833168029785,35.5809326171875,19.318727493286133,29.438220977783203,32.9232063293457,26.81982612609864,29.127439498901367,26.473976135253903,70.21932983398438,42.85247802734375,88.45829772949219,96.4383773803711
82,-56.66650000214577,-32.33349999785423,35.29991149902344,48.36373901367188,25.56055450439453,36.05814743041992,13.7084321975708,45.08455657958984,47.27462768554688,34.50453186035156,42.89688491821289,40.342262268066406,91.52610778808594,59.32834243774414,97.11668395996094,94.31409454345705
83,-56.66650000214577,-32.66650000214577,31.924983978271484,39.448726654052734,18.28187370300293,29.510894775390625,8.820221900939941,36.645751953125,33.01332092285156,25.670225143432617,25.94843101501465,24.51620864868164,87.38156127929688,47.285274505615234,93.14210510253906,92.25083923339844
84,-56.0,-32.66650000214577,31.66022109985352,52.22621154785156,21.679412841796875,34.75283432006836,9.147729873657228,44.58680725097656,40.29723358154297,30.70440101623535,34.89426803588867,35.09211349487305,90.20359802246094,54.583980560302734,94.9997787475586,91.88484191894533
85,-55.66650000214577,-32.66650000214577,37.40599060058594,48.45287704467773,33.79364776611328,39.68770217895508,24.82602310180664,35.478912353515625,34.243934631347656,31.321456909179688,34.62622833251953,35.983436584472656,77.95247650146484,50.437870025634766,92.82646942138672,96.04053497314452
86,-55.66650000214577,-33.00000002980232,33.1279182434082,43.93983840942383,31.53190040588379,36.0493049621582,26.59777069091797,31.51576805114746,30.774587631225582,29.54757499694824,30.184795379638672,27.26351547241211,62.80304718017578,40.81666564941406,82.12237548828125,95.202880859375
87,-57.00000002980232,-32.33349999785423,26.883031845092773,39.3577995300293,14.025492668151855,26.344799041748047,5.040212154388428,63.52528762817383,57.68350982666016,40.96868133544922,38.104610443115234,28.94263458251953,87.70285034179688,52.74850845336914,92.66637420654295,90.60491943359376
88,-56.66650000214577,-32.0,33.57884216308594,49.65473937988281,20.157400131225582,34.002166748046875,8.424123764038086,75.32012939453125,75.16624450683594,51.38473129272461,64.05140686035156,58.74468994140625,94.49563598632812,73.1423568725586,95.44918823242188,92.60324096679688
89,-56.33349999785423,-32.33349999785423,43.55989837646485,53.13666915893555,31.277097702026367,42.29076385498047,18.76602554321289,49.195899963378906,47.00357818603516,37.70170974731445,43.97713470458984,41.35805892944336,89.06489562988281,59.13115692138672,97.28787231445312,94.62516784667967
90,-56.33349999785423,-32.66650000214577,42.98973846435547,48.46689987182617,30.67222785949707,40.385833740234375,19.83706855773925,39.21820068359375,37.48389053344727,31.80084991455078,35.44652557373047,34.76216506958008,70.60163879394531,47.700157165527344,85.76138305664062,95.31629180908205
91,-56.0,-32.33349999785423,41.61676788330078,50.7982063293457,31.18135070800781,40.875633239746094,20.33516311645508,49.78646469116211,44.32379913330078,37.70738220214844,38.4000358581543,35.18120574951172,90.4206314086914,55.82062530517578,95.86930847167967,94.15151977539062
92,-56.33349999785423,-32.0,40.45344161987305,52.41582489013672,19.849214553833008,37.0010986328125,7.509642601013184,81.23082733154297,68.25642395019531,51.19485855102539,61.5444450378418,58.04823684692383,90.55725860595705,70.71150207519531,90.02715301513672,91.72187042236328
93,-56.0,-32.0,54.74778366088867,54.102500915527344,34.9842643737793,47.52676773071289,22.842926025390625,51.520782470703125,51.29205703735352,41.213340759277344,50.241798400878906,51.0244140625,91.69306182861328,65.20276641845703,93.8532485961914,95.54822540283205
94,-55.33349999785423,-33.666499972343445,19.384435653686523,41.06169891357422,21.875083923339844,27.26087951660156,17.97068214416504,29.881162643432617,29.39151763916016,25.487520217895508,35.42662048339844,37.98891830444336,85.95445251464844,54.18239974975586,94.96212005615234,93.58625793457033
95,-54.99999997019768,-33.666499972343445,26.66370010375977,45.90835952758789,29.24637985229492,33.788089752197266,21.202661514282227,36.80404281616211,30.301055908203125,29.37412452697754,37.50805282592773,33.95469284057617,79.47492218017578,51.25327682495117,94.18997192382812,93.81361389160156
96,-54.99999997019768,-34.0,25.37335205078125,47.30751037597656,20.907480239868164,30.86422348022461,11.096637725830078,39.24842071533203,31.57495880126953,27.00179481506348,59.59856033325195,57.36305618286133,90.05695343017578,69.68524169921875,95.072998046875,96.11064910888672
97,-55.66650000214577,-33.333500027656555,23.141586303710938,35.96091079711914,21.06160545349121,26.538795471191406,17.442419052124023,23.03217887878418,25.170913696289062,21.64690399169922,24.06381225585937,26.04340934753418,82.94103240966797,45.59430694580078,96.28570556640624,94.27240753173828
98,-55.66650000214577,-33.666499972343445,18.21636009216309,33.80461883544922,21.35395050048828,24.358169555664062,22.06801986694336,29.041454315185547,33.3005256652832,27.76781845092773,34.63728713989258,38.4145622253418,79.5163803100586,51.78060531616211,95.82447052001952,95.9686279296875
99,-55.33349999785423,-33.333500027656555,23.382041931152344,39.7094612121582,22.46949958801269,28.325145721435547,14.55156707763672,20.490047454833984,19.11150360107422,17.975292205810547,15.980289459228516,21.652795791625977,80.80132293701172,40.81114196777344,94.6323013305664,91.61709594726562
100,-54.99999997019768,-33.333500027656555,24.81381225585937,42.340091705322266,23.20689010620117,29.897253036499023,14.410993576049805,28.18545150756836,22.40684509277344,21.614971160888672,19.100801467895508,26.42224884033203,88.7812728881836,46.18788909912109,96.2881851196289,94.45780181884766
101,-54.666499972343445,-33.666499972343445,29.818124771118164,44.27936172485352,33.40448760986328,35.75562286376953,27.671751022338867,36.34243392944336,31.07918739318848,31.74197578430176,38.58152770996094,44.71955108642578,87.32634735107422,57.85808563232422,94.9421615600586,95.47534942626952
